depth_m,gassiness_degree,open_violations,days_since_last_inspection,ch4_pct,co_ppm,o2_pct,ventilation_velocity_ms,workers_count,equipment_faults,strata_stress_mpa,temp_c,humidity_pct,grahams_ratio,gas_dispersion_index,inspection_risk_factor,risk_level
565,1,1,35,0.07,4,20.5,2.23,45,3,36.22,34.2,64.1,1.0,0.031,10.0,Low
243,1,4,4,0.16,8,20.3,2.08,22,0,17.04,24.4,60.9,1.333,0.077,2.86,Medium
444,3,7,31,1.17,23,20.7,1.18,15,5,32.97,29.4,89.7,11.5,0.992,35.43,High
516,1,11,39,0.04,15,20.4,0.65,57,0,35.44,28.3,77.9,3.0,0.062,66.86,Medium
190,1,8,34,0.16,20,20.4,1.14,76,3,13.22,29.3,78.0,4.0,0.14,43.71,Medium
205,1,4,42,0.24,4,20.5,1.49,52,3,18.29,25.3,70.0,1.0,0.161,30.0,Medium
276,2,0,25,0.61,4,19.7,0.78,42,4,29.93,22.4,74.8,0.333,0.782,3.57,Medium
157,2,9,29,0.69,10,19.7,3.98,97,0,30.65,23.6,57.4,0.833,0.173,41.43,Medium
185,2,7,1,0.17,19,20.4,1.77,69,2,32.76,24.3,88.6,3.8,0.096,1.14,Medium
181,2,5,11,1.08,5,20.2,2.19,61,0,24.24,23.8,59.0,0.714,0.493,9.43,Medium
415,2,8,1,0.34,36,20.6,1.01,28,4,25.21,25.0,82.0,12.0,0.337,1.29,Medium
676,2,0,27,0.6,25,20.8,1.7,56,3,43.33,25.1,83.1,12.5,0.353,3.86,Medium
262,2,11,23,1.05,9,19.6,2.31,25,0,19.85,33.4,80.7,0.692,0.455,39.43,Medium
233,1,5,24,0.37,12,20.8,3.49,75,5,25.7,29.6,71.9,6.0,0.106,20.57,Medium
504,1,7,6,0.19,3,20.8,1.42,72,5,28.46,22.3,56.1,1.5,0.134,6.86,Medium
172,1,11,25,0.1,19,20.7,1.07,10,2,23.28,23.2,68.7,9.5,0.093,42.86,Medium
498,1,4,8,0.27,3,20.3,1.34,81,3,29.6,31.9,69.1,0.5,0.201,5.71,Medium
357,1,10,46,0.34,17,20.8,0.47,85,5,35.13,27.9,77.2,8.5,0.723,72.29,Medium
271,1,9,27,0.11,12,20.4,0.3,67,2,34.28,33.9,89.4,2.4,0.367,38.57,Medium
595,1,8,3,0.09,5,20.6,3.97,85,2,38.28,31.1,89.4,1.667,0.023,3.86,Medium
436,1,5,19,0.36,13,20.8,2.96,30,3,37.27,22.7,75.8,6.5,0.122,16.29,Medium
346,3,6,8,1.01,67,19.3,2.79,23,0,28.48,22.7,88.4,4.188,0.362,8.0,High
399,1,7,10,0.23,11,20.6,1.29,75,4,25.27,32.3,60.3,3.667,0.178,11.43,Medium
65,2,9,1,0.47,30,19.4,1.91,87,4,20.31,25.4,79.0,2.0,0.246,1.43,Medium
644,2,2,42,0.68,6,20.3,3.49,62,0,31.93,24.8,59.6,1.0,0.195,18.0,Medium
491,3,7,39,1.91,62,18.8,1.12,57,3,31.94,22.5,77.9,2.952,1.705,44.57,High
519,2,11,49,0.9,26,19.6,2.35,66,0,41.69,30.7,58.0,2.0,0.383,84.0,High
469,1,10,3,0.09,9,20.4,3.78,62,4,21.76,34.6,77.9,1.8,0.024,4.71,Medium
287,1,2,14,0.32,2,20.8,3.82,88,4,22.27,34.1,63.8,1.0,0.084,6.0,Low
426,2,4,46,0.24,25,20.1,3.56,39,5,24.9,33.9,69.0,3.125,0.067,32.86,Medium
370,2,9,20,0.15,28,20.7,1.28,21,1,32.42,28.6,63.5,14.0,0.117,28.57,Medium
583,3,8,22,0.51,11,19.1,1.64,46,4,26.46,28.2,88.1,0.611,0.311,28.29,Medium
358,3,8,1,2.05,56,19.3,0.41,51,1,38.79,34.7,69.4,3.5,5.0,1.29,High
610,3,6,36,0.62,39,20.2,3.82,77,5,21.91,34.5,74.1,5.571,0.162,36.0,Medium
212,1,1,31,0.17,15,20.9,3.82,14,0,19.12,30.1,80.1,7.5,0.045,8.86,Low
630,2,8,31,0.62,8,19.8,0.88,82,4,43.0,32.1,60.6,0.727,0.705,39.86,Medium
357,2,12,27,0.51,23,19.6,0.33,32,4,30.92,32.6,71.6,1.769,1.545,50.14,High
239,2,8,36,0.14,37,20.1,1.55,74,0,13.86,28.1,55.7,4.625,0.09,46.29,Medium
121,1,0,10,0.29,17,20.5,1.66,97,1,9.11,31.5,78.0,4.25,0.175,1.43,Low
318,1,4,34,0.35,10,20.5,0.79,73,4,15.59,23.8,85.3,2.5,0.443,24.29,Medium
517,1,11,2,0.11,7,20.8,1.15,22,2,32.63,24.2,78.8,3.5,0.096,3.43,Medium
447,1,8,50,0.09,20,20.9,2.18,53,2,36.5,31.6,87.6,10.0,0.041,64.29,Medium
545,1,3,45,0.03,4,20.8,1.54,81,1,19.88,27.2,79.8,2.0,0.019,25.71,Low
648,1,2,26,0.28,16,20.3,1.65,72,0,30.41,25.5,78.2,2.667,0.17,11.14,Low
149,2,7,39,0.7,6,19.6,2.38,71,5,18.13,23.7,76.6,0.462,0.294,44.57,Medium
602,2,5,9,0.1,21,20.3,3.45,40,1,31.85,31.2,88.9,3.5,0.029,7.71,Medium
528,2,8,11,0.49,24,20.6,0.59,85,0,34.36,26.5,88.8,8.0,0.831,14.14,Medium
256,3,10,29,1.14,68,19.2,3.48,20,2,34.1,29.8,89.1,4.0,0.328,45.57,High
357,3,4,36,1.38,40,20.1,0.96,69,1,18.05,29.6,60.5,5.0,1.438,25.71,High
628,3,12,31,1.13,31,20.5,1.25,67,1,38.7,31.9,77.6,7.75,0.904,57.57,High
235,2,3,41,0.73,28,19.9,0.71,53,2,23.76,30.1,71.2,2.8,1.028,23.43,Medium
455,2,4,15,0.7,18,19.8,2.28,76,5,32.1,30.4,84.2,1.636,0.307,10.71,Medium
59,2,2,19,0.86,40,19.8,2.53,70,4,22.51,33.2,88.6,3.636,0.34,8.14,Medium
469,2,7,15,0.83,12,19.6,1.27,71,3,27.46,23.7,85.8,0.923,0.654,17.14,Medium
197,3,3,27,0.78,17,20.6,2.81,86,1,28.15,22.7,81.6,5.667,0.278,15.43,Medium
191,2,1,46,0.17,35,20.8,1.51,24,3,18.23,24.4,61.4,17.5,0.113,13.14,Medium
625,3,0,1,0.7,52,19.9,3.94,91,0,36.27,28.8,59.4,5.2,0.178,0.14,High
319,1,4,11,0.31,12,20.7,2.83,30,4,33.03,29.0,63.5,6.0,0.11,7.86,Medium
532,2,12,6,0.55,14,20.5,2.02,55,1,23.35,33.2,55.7,3.5,0.272,11.14,Medium
281,1,0,3,0.39,3,20.6,3.42,35,1,13.94,29.9,55.6,1.0,0.114,0.43,Low
456,1,10,20,0.29,12,20.5,3.77,48,1,37.61,27.9,72.1,3.0,0.077,31.43,Medium
330,1,3,8,0.03,15,20.6,1.65,61,4,31.18,28.4,60.0,5.0,0.018,4.57,Low
314,3,3,40,0.33,50,20.5,3.04,35,2,23.46,34.4,78.9,12.5,0.109,22.86,High
644,3,12,45,1.12,41,20.4,3.36,54,1,27.44,28.7,74.5,8.2,0.333,83.57,High
140,3,3,2,1.52,16,18.9,1.15,71,1,31.06,25.6,63.7,0.8,1.322,1.14,High
357,1,2,10,0.16,16,20.4,1.19,47,3,28.61,34.1,55.8,3.2,0.134,4.29,Low
395,1,1,26,0.02,4,20.5,1.62,16,1,18.18,25.2,59.6,1.0,0.012,7.43,Low
587,3,0,38,1.91,48,20.7,1.76,44,5,24.32,35.0,56.8,24.0,1.085,5.43,High
112,1,9,11,0.32,3,20.9,3.15,57,2,14.38,33.1,59.6,1.5,0.102,15.71,Medium
117,2,3,47,0.43,20,20.8,3.9,54,0,26.43,26.5,81.0,10.0,0.11,26.86,Medium
671,2,7,8,1.1,29,20.0,1.15,52,5,31.37,28.5,81.5,3.222,0.957,9.14,High
567,2,2,18,0.53,8,20.4,3.53,62,1,23.06,22.2,82.4,1.6,0.15,7.71,Low
413,3,11,28,1.08,19,19.2,1.37,40,2,16.34,23.7,85.6,1.118,0.788,48.0,High
96,1,8,43,0.18,4,20.5,2.84,59,4,18.48,32.5,78.4,1.0,0.063,55.29,Medium
472,1,8,3,0.3,5,20.8,3.01,85,0,24.63,23.4,57.8,2.5,0.1,3.86,Medium
654,1,8,34,0.32,14,20.7,1.73,74,4,23.27,23.3,75.8,7.0,0.185,43.71,Medium
288,2,1,27,0.96,26,20.8,3.74,75,3,15.33,31.2,80.7,13.0,0.257,7.71,Medium
86,3,10,3,1.27,30,19.4,0.95,94,4,26.36,27.0,89.8,2.0,1.337,4.71,High
75,1,2,46,0.05,11,20.6,2.64,72,1,31.48,32.7,80.3,3.667,0.019,19.71,Low
509,1,6,19,0.02,19,20.4,3.14,12,3,35.81,28.7,80.5,3.8,0.006,19.0,Medium
658,1,8,49,0.11,11,20.7,1.06,86,4,24.93,30.2,74.9,5.5,0.104,63.0,Medium
512,3,4,25,1.23,63,19.5,0.55,71,2,27.89,29.3,88.0,4.5,2.236,17.86,High
614,1,7,7,0.25,13,20.8,1.07,20,3,29.78,26.0,70.1,6.5,0.234,8.0,Medium
350,1,12,6,0.37,2,20.7,0.8,74,0,19.78,33.9,78.0,1.0,0.462,11.14,Medium
581,3,5,28,1.73,12,20.1,0.67,52,1,31.97,25.1,71.4,1.5,2.582,24.0,High
547,2,7,7,0.6,13,19.4,0.68,85,1,26.47,32.9,58.8,0.867,0.882,8.0,Medium
308,2,2,24,0.41,6,20.2,3.05,47,2,37.62,26.2,78.0,0.857,0.134,10.29,Low
77,2,9,36,0.65,34,19.6,1.7,36,4,18.92,33.0,69.1,2.615,0.382,51.43,Medium
441,1,3,50,0.02,4,20.5,1.46,46,1,18.45,28.8,82.0,1.0,0.014,28.57,Low
669,1,3,2,0.23,15,20.5,1.3,72,5,33.23,34.7,64.7,3.75,0.177,1.14,Low
436,1,9,32,0.07,12,20.4,3.18,98,1,36.06,26.7,73.3,2.4,0.022,45.71,Medium
453,1,2,9,0.16,16,20.6,3.44,41,0,24.21,23.7,86.4,5.333,0.047,3.86,Low
144,1,1,43,0.37,7,20.8,2.18,57,4,15.9,29.3,56.5,3.5,0.17,12.29,Low
52,1,6,26,0.09,6,20.6,2.35,65,0,27.7,31.2,83.0,2.0,0.038,26.0,Medium
322,2,9,3,0.25,29,20.3,3.37,84,4,16.04,27.0,61.8,4.833,0.074,4.29,Medium
328,1,2,1,0.11,19,20.8,1.01,28,1,27.53,32.4,64.1,9.5,0.109,0.43,Medium
112,1,7,16,0.34,5,20.8,0.42,69,0,31.43,25.9,56.5,2.5,0.81,18.29,Medium
196,1,6,41,0.11,20,20.5,1.72,85,0,25.4,34.0,82.6,5.0,0.064,41.0,Medium
65,1,12,6,0.24,6,20.7,3.43,74,4,10.07,32.8,59.3,3.0,0.07,11.14,Medium
427,3,10,39,1.7,47,18.6,0.47,28,2,29.93,31.4,69.3,2.043,3.617,61.29,High
308,1,1,13,0.23,5,20.5,3.81,18,4,37.69,23.3,88.0,1.25,0.06,3.71,Low
390,3,11,46,1.5,49,19.2,0.44,39,1,36.72,26.1,59.1,2.882,3.409,78.86,High
409,1,9,48,0.13,18,20.6,1.09,45,0,27.1,32.5,86.6,6.0,0.119,68.57,Medium
62,1,4,23,0.19,17,20.7,3.23,59,2,25.9,26.1,59.4,8.5,0.059,16.43,Medium
505,2,0,15,1.07,37,20.1,2.54,37,3,32.56,25.5,76.6,4.625,0.421,2.14,High
275,1,1,46,0.08,14,20.9,0.56,39,3,19.81,31.7,90.0,7.0,0.143,13.14,Medium
434,1,2,28,0.03,17,20.9,1.77,67,2,32.35,25.0,57.3,8.5,0.017,12.0,Low
129,2,0,6,0.93,14,19.9,1.77,13,4,16.31,29.8,77.5,1.4,0.525,0.86,Medium
437,3,0,4,0.84,58,20.3,2.65,45,3,28.06,25.8,73.2,9.667,0.317,0.57,High
571,2,8,17,0.95,5,20.9,3.71,76,0,26.19,28.1,86.4,2.5,0.256,21.86,Medium
506,2,0,49,0.79,24,20.3,1.45,19,3,39.33,28.3,88.5,4.0,0.545,7.0,Medium
242,3,0,29,1.33,64,20.4,3.97,77,0,22.67,23.4,86.0,12.8,0.335,4.14,High
324,2,2,6,0.45,31,20.1,1.14,44,2,33.54,25.8,88.1,3.875,0.395,2.57,Medium
278,2,8,20,0.49,14,19.7,3.95,94,4,35.16,31.5,89.5,1.167,0.124,25.71,Medium
531,2,0,14,0.16,15,20.0,1.8,39,2,41.76,25.2,55.0,1.667,0.089,2.0,Low
396,1,6,46,0.05,16,20.4,2.4,24,5,26.85,30.0,77.7,3.2,0.021,46.0,Medium
350,2,11,10,0.31,39,20.6,3.43,44,4,37.05,28.4,80.3,13.0,0.09,17.14,Medium
425,3,10,16,1.12,21,19.1,0.59,89,1,25.94,33.3,78.1,1.167,1.898,25.14,High
287,1,3,8,0.15,19,20.7,2.07,71,4,23.51,27.1,87.8,9.5,0.072,4.57,Medium
274,3,7,39,0.34,34,20.6,1.67,26,0,16.12,33.5,59.3,11.333,0.204,44.57,Medium
309,1,6,14,0.13,12,20.5,0.32,85,4,16.16,31.0,70.7,3.0,0.406,14.0,Medium
276,2,3,17,0.67,29,20.0,3.07,94,1,15.28,28.2,84.4,3.222,0.218,9.71,Medium
194,1,2,39,0.39,2,20.3,0.6,93,0,15.02,26.3,76.7,0.333,0.65,16.71,Medium
153,2,11,4,0.58,39,19.8,1.23,20,2,30.13,27.5,69.5,3.545,0.472,6.86,Medium
678,2,1,9,0.25,16,20.2,1.42,21,1,36.29,22.0,78.5,2.286,0.176,2.57,Low
424,3,9,4,1.83,71,18.8,2.79,97,5,36.28,34.4,87.0,3.381,0.656,5.71,High
263,1,4,43,0.19,9,20.7,1.83,43,4,35.23,23.6,78.7,4.5,0.104,30.71,Medium
411,3,11,27,1.25,27,20.5,0.38,18,4,34.81,23.8,89.6,6.75,3.289,46.29,High
258,2,8,47,0.76,18,20.6,0.88,60,2,27.76,23.6,68.5,6.0,0.864,60.43,Medium
463,1,1,45,0.37,20,20.3,3.44,90,3,22.12,29.9,69.8,3.333,0.108,12.86,Medium
484,1,3,10,0.27,12,20.4,3.63,38,4,35.72,30.7,80.0,2.4,0.074,5.71,Low
192,3,10,26,1.35,51,20.4,0.91,68,0,16.57,24.3,86.1,10.2,1.484,40.86,High
230,1,9,27,0.11,15,20.8,3.0,42,2,29.99,25.9,73.2,7.5,0.037,38.57,Medium
485,2,1,5,0.84,5,19.9,2.15,49,1,18.71,24.9,69.9,0.5,0.391,1.43,Medium
127,3,5,45,1.45,59,20.1,0.92,54,4,10.51,30.8,82.4,7.375,1.576,38.57,High
533,2,9,4,0.87,28,20.8,2.03,31,2,19.7,29.5,79.1,14.0,0.429,5.71,Medium
159,1,11,26,0.13,19,20.8,0.95,60,5,17.75,22.3,60.1,9.5,0.137,44.57,Medium
367,1,9,38,0.37,20,20.4,3.37,82,3,26.1,28.1,63.0,4.0,0.11,54.29,Medium
540,3,5,49,1.6,44,20.1,0.57,54,0,23.01,29.3,77.5,5.5,2.807,42.0,High
530,2,6,30,0.51,33,20.7,0.69,11,1,42.32,31.2,69.9,16.5,0.739,30.0,Medium
204,1,8,19,0.15,9,20.3,3.81,30,1,24.13,24.7,82.9,1.5,0.039,24.43,Medium
189,2,2,41,1.05,14,20.6,0.45,42,5,16.08,29.3,72.9,4.667,2.333,17.57,Medium
523,2,8,34,1.13,22,20.2,0.85,35,0,36.27,24.2,70.4,3.143,1.329,43.71,High
42,2,0,5,0.59,8,20.1,2.95,88,3,10.36,33.0,74.3,1.0,0.2,0.71,Medium
541,2,6,49,0.87,26,19.9,2.83,36,5,34.52,27.1,57.3,2.6,0.307,49.0,Medium
59,1,5,6,0.11,6,20.4,3.55,14,4,20.38,23.5,65.6,1.2,0.031,5.14,Medium
252,2,0,14,0.14,37,19.7,2.91,63,0,18.08,34.9,59.7,3.083,0.048,2.0,Medium
234,2,10,10,0.7,31,20.6,0.82,91,2,31.22,24.6,71.0,10.333,0.854,15.71,Medium
613,1,9,8,0.32,14,20.8,2.04,63,5,41.49,27.2,59.3,7.0,0.157,11.43,Medium
352,1,3,1,0.16,15,20.5,2.45,42,2,37.43,25.6,63.8,3.75,0.065,0.57,Low
44,1,8,19,0.27,17,20.5,0.83,47,5,15.0,26.3,56.0,4.25,0.325,24.43,Medium
462,3,2,34,0.87,12,20.0,3.87,10,4,26.16,23.7,58.4,1.333,0.225,14.57,Medium
457,2,11,27,0.27,25,20.0,2.88,22,5,25.34,31.3,61.8,2.778,0.094,46.29,Medium
206,1,12,36,0.26,11,20.4,3.71,16,2,34.77,28.5,74.2,2.2,0.07,66.86,Medium
98,3,11,20,0.66,56,18.6,0.69,73,3,29.34,24.3,66.9,2.435,0.957,34.29,High
158,3,12,11,1.1,32,19.4,1.12,51,2,14.31,28.6,70.2,2.133,0.982,20.43,High
495,1,9,2,0.22,18,20.3,3.11,40,0,37.63,25.3,88.7,3.0,0.071,2.86,Medium
522,1,8,28,0.36,13,20.9,1.52,18,2,33.67,32.7,59.6,6.5,0.237,36.0,Medium
342,2,5,39,0.57,32,20.1,2.55,33,0,28.07,26.2,82.8,4.0,0.224,33.43,Medium
130,1,3,29,0.19,6,20.6,1.23,85,4,27.46,24.9,79.8,2.0,0.154,16.57,Low
146,1,6,1,0.23,3,20.8,0.7,80,4,32.88,34.7,84.7,1.5,0.329,1.0,Medium
396,2,2,12,0.49,4,20.8,1.02,24,1,30.18,24.6,79.8,2.0,0.48,5.14,Low
509,1,11,5,0.25,9,20.3,3.96,26,5,31.11,28.6,75.2,1.5,0.063,8.57,Medium
547,1,1,48,0.26,20,20.8,3.43,24,5,34.18,25.2,84.3,10.0,0.076,13.71,Medium
169,2,10,22,0.33,37,20.4,3.07,99,3,30.78,34.2,86.9,7.4,0.107,34.57,Medium
571,2,2,33,0.64,36,20.4,2.32,56,5,40.93,30.4,88.0,7.2,0.276,14.14,Medium
304,2,9,30,0.11,4,20.1,2.14,60,5,35.12,25.2,79.9,0.5,0.051,42.86,Medium
331,2,9,47,0.77,20,20.7,1.45,93,2,30.69,32.2,65.9,10.0,0.531,67.14,Medium
152,3,0,29,0.99,53,19.2,1.16,61,4,20.03,33.8,61.0,3.118,0.853,4.14,High
502,3,9,7,0.91,75,19.0,2.56,98,3,24.77,22.4,83.0,3.947,0.355,10.0,High
377,3,10,46,1.33,64,19.3,3.46,82,5,32.32,22.7,83.4,4.0,0.384,72.29,High
501,2,3,44,0.5,37,19.9,3.35,73,2,31.78,27.4,89.5,3.7,0.149,25.14,Medium
353,2,7,45,0.82,33,20.1,1.74,36,0,17.17,34.9,77.8,4.125,0.471,51.43,High
237,1,0,42,0.07,8,20.4,2.93,90,0,21.23,28.4,73.7,1.6,0.024,6.0,Low
369,1,3,13,0.14,3,20.7,1.13,62,4,38.12,29.6,66.9,1.5,0.124,7.43,Low
181,3,10,26,1.58,25,19.2,1.97,50,1,27.19,24.1,63.3,1.471,0.802,40.86,High
308,2,0,13,0.55,25,20.7,2.47,27,1,15.5,25.2,71.9,12.5,0.223,1.86,Medium
405,1,5,45,0.05,10,20.3,1.85,67,0,17.11,33.9,60.2,1.667,0.027,38.57,Medium
356,1,12,24,0.07,19,20.6,3.73,82,2,17.57,32.4,83.0,6.333,0.019,44.57,Medium
651,1,10,10,0.14,16,20.7,0.68,71,5,42.5,31.5,82.5,8.0,0.206,15.71,Medium
197,1,2,35,0.13,15,20.6,1.6,93,1,19.68,30.5,77.1,5.0,0.081,15.0,Low
44,3,5,24,0.68,52,19.5,2.15,51,2,30.37,29.5,56.8,3.714,0.316,20.57,High
538,2,9,44,1.14,40,20.5,0.53,49,1,29.29,25.0,59.8,10.0,2.151,62.86,High
460,1,8,12,0.27,6,20.9,1.87,98,5,26.55,32.7,69.0,3.0,0.144,15.43,Medium
616,1,10,12,0.02,5,20.6,2.54,29,0,29.49,29.3,68.1,1.667,0.008,18.86,Medium
482,2,7,2,0.71,17,19.8,2.56,18,2,19.39,30.8,61.0,1.545,0.277,2.29,Medium
508,1,7,11,0.28,9,20.7,2.65,24,3,34.28,24.4,57.6,4.5,0.106,12.57,Medium
114,2,2,37,0.34,34,19.5,0.94,58,5,29.25,29.9,58.9,2.429,0.362,15.86,Medium
467,1,0,36,0.12,16,20.8,1.47,26,1,28.34,28.6,77.8,8.0,0.082,5.14,Low
675,2,7,48,1.08,7,20.0,0.86,79,4,44.25,33.6,82.6,0.778,1.256,54.86,Medium
570,3,11,48,1.3,47,19.1,2.9,13,0,43.67,34.8,60.9,2.611,0.448,82.29,High
414,2,5,9,0.83,5,20.4,3.58,44,3,26.36,27.3,84.6,1.0,0.232,7.71,Medium
311,1,11,41,0.19,10,20.6,2.33,42,2,24.65,24.3,71.1,3.333,0.082,70.29,Medium
589,1,7,1,0.19,3,20.9,0.62,99,5,32.21,29.9,69.6,1.5,0.306,1.14,Medium
669,2,9,30,0.73,36,20.6,0.84,29,4,24.2,26.0,69.0,12.0,0.869,42.86,High
450,2,1,46,0.31,35,19.5,2.21,92,3,17.28,25.3,70.3,2.5,0.14,13.14,Medium
474,1,6,47,0.34,14,20.5,4.0,60,4,19.63,28.7,82.8,3.5,0.085,47.0,Medium
631,3,10,5,0.61,43,18.8,2.83,28,3,24.73,29.6,61.7,2.048,0.216,7.86,High
283,3,10,44,1.39,43,19.8,2.23,44,0,15.11,32.9,82.7,3.909,0.623,69.14,High
42,3,1,31,1.87,23,19.3,0.45,10,5,16.66,28.7,80.3,1.438,4.156,8.86,High
518,2,11,4,0.68,27,20.5,2.51,70,2,29.14,22.8,62.9,6.75,0.271,6.86,Medium
503,2,10,19,0.14,40,20.8,0.49,62,0,20.19,30.7,66.5,20.0,0.286,29.86,Medium
520,1,1,32,0.03,13,20.7,2.39,81,5,19.28,26.7,80.4,6.5,0.013,9.14,Low
207,2,10,15,0.81,34,19.9,2.61,100,5,11.46,30.0,56.1,3.4,0.31,23.57,High
657,2,10,30,0.34,31,19.9,3.51,96,5,30.44,30.5,85.1,3.1,0.097,47.14,Medium
502,2,4,49,0.9,20,20.4,0.91,31,2,34.88,24.0,78.2,4.0,0.989,35.0,Medium
328,1,4,8,0.32,13,20.4,3.62,54,5,36.79,24.7,65.2,2.6,0.088,5.71,Medium
232,1,12,40,0.23,16,20.5,0.73,39,3,21.29,32.3,82.9,4.0,0.315,74.29,Medium
425,2,0,34,0.42,6,20.6,2.23,50,2,35.72,28.5,58.1,2.0,0.188,4.86,Low
670,2,8,33,0.32,25,20.2,0.93,20,2,35.12,25.5,76.4,3.571,0.344,42.43,Medium
86,2,7,17,0.32,20,20.0,1.2,43,2,21.54,22.3,76.6,2.222,0.267,19.43,Medium
188,3,11,38,1.94,57,20.3,3.49,23,0,33.81,33.7,58.2,9.5,0.556,65.14,High
587,1,10,28,0.1,7,20.3,1.62,75,4,28.39,29.2,89.8,1.167,0.062,44.0,Medium
630,1,8,43,0.26,19,20.3,3.11,36,0,38.42,32.6,70.9,3.167,0.084,55.29,Medium
199,1,6,17,0.06,12,20.8,1.4,29,2,26.88,30.0,88.2,6.0,0.043,17.0,Medium
207,3,8,31,1.67,46,19.6,2.83,80,0,12.72,31.3,59.9,3.538,0.59,39.86,High
663,2,4,29,0.58,10,20.1,2.33,49,3,28.52,22.1,61.1,1.25,0.249,20.71,Medium
298,2,12,12,0.66,21,19.9,0.83,20,2,25.43,27.6,71.0,2.1,0.795,22.29,Medium
225,1,6,40,0.21,17,20.5,1.33,74,4,35.46,30.4,70.9,4.25,0.158,40.0,Medium
565,1,7,49,0.37,6,20.7,2.45,47,0,42.16,25.1,55.1,3.0,0.151,56.0,Medium
258,1,0,45,0.4,20,20.4,1.69,52,4,20.44,27.7,79.3,4.0,0.237,6.43,Medium
295,2,0,8,0.6,19,20.0,3.22,29,2,32.28,32.9,73.5,2.111,0.186,1.14,Medium
397,1,1,24,0.37,3,20.9,3.3,62,4,19.1,32.4,59.8,1.5,0.112,6.86,Low
68,2,5,40,0.5,12,20.5,1.96,42,4,13.27,22.4,66.1,3.0,0.255,34.29,Medium
346,1,0,14,0.3,17,20.3,1.83,66,5,30.26,24.3,86.0,2.833,0.164,2.0,Low
205,1,7,23,0.25,8,20.6,0.35,63,1,13.65,33.2,83.0,2.667,0.714,26.29,Medium
597,3,8,32,1.89,54,19.9,2.19,79,0,28.58,33.8,69.6,5.4,0.863,41.14,High
565,1,3,23,0.02,19,20.7,0.95,65,2,32.67,31.2,65.4,9.5,0.021,13.14,Medium
182,1,2,43,0.37,10,20.5,3.71,76,5,11.55,29.0,70.1,2.5,0.1,18.43,Low
660,2,4,12,1.14,32,20.7,1.51,78,4,42.68,33.6,89.8,16.0,0.755,8.57,High
85,1,10,15,0.19,7,20.4,0.89,96,1,28.93,32.6,73.9,1.4,0.213,23.57,Medium
57,1,6,25,0.35,17,20.6,0.8,76,3,18.05,34.7,59.4,5.667,0.437,25.0,Medium
594,2,12,22,0.13,19,19.6,2.17,33,3,29.94,23.9,71.2,1.462,0.06,40.86,Medium
534,1,3,18,0.22,9,20.5,2.64,66,0,23.72,34.4,55.3,2.25,0.083,10.29,Low
417,2,5,28,0.98,35,20.4,3.14,32,1,35.73,34.4,59.5,7.0,0.312,24.0,High
97,1,3,22,0.06,16,20.4,2.65,77,2,9.89,31.2,71.4,3.2,0.023,12.57,Low
169,1,5,29,0.29,6,20.5,1.55,12,2,11.23,31.2,82.6,1.5,0.187,24.86,Medium
460,2,11,45,1.13,6,19.8,0.68,97,1,38.92,34.8,82.9,0.545,1.662,77.14,Medium
528,3,8,5,1.87,68,19.0,1.75,56,4,26.05,27.5,82.5,3.579,1.069,6.43,High
391,1,0,20,0.18,9,20.4,2.93,45,4,33.68,30.7,86.4,1.8,0.061,2.86,Low
678,3,11,11,1.54,13,18.5,3.44,46,4,34.12,29.8,67.3,0.542,0.448,18.86,High
205,1,9,17,0.07,10,20.3,1.83,50,4,17.82,32.9,78.7,1.667,0.038,24.29,Medium
608,2,3,4,0.36,36,19.4,0.73,20,1,41.83,34.3,56.7,2.4,0.493,2.29,Medium
556,2,12,25,0.16,39,20.6,0.58,28,4,33.09,24.9,67.5,13.0,0.276,46.43,Medium
593,2,1,24,0.52,5,19.6,2.73,37,1,25.57,27.9,84.3,0.385,0.19,6.86,Low
542,1,12,30,0.25,16,20.7,2.45,19,2,29.91,34.0,67.8,8.0,0.102,55.71,Medium
342,1,7,22,0.36,12,20.8,1.19,82,2,23.38,30.0,68.0,6.0,0.303,25.14,Medium
436,1,11,41,0.38,11,20.8,2.37,20,3,37.91,23.5,73.0,5.5,0.16,70.29,Medium
679,1,2,45,0.33,3,20.9,3.61,50,1,31.78,31.6,78.2,1.5,0.091,19.29,Low
582,2,8,11,0.76,15,19.5,3.38,19,3,22.16,30.5,58.4,1.071,0.225,14.14,Medium
423,2,11,19,0.8,34,20.3,3.13,50,1,35.52,22.8,62.2,5.667,0.256,32.57,High
308,2,0,33,0.48,19,19.7,3.77,80,1,33.44,25.9,57.0,1.583,0.127,4.71,Medium
212,2,4,19,0.56,22,20.4,3.24,11,5,35.27,31.1,75.4,4.4,0.173,13.57,Medium
62,2,1,12,0.27,34,20.3,2.46,21,4,27.48,33.7,67.7,5.667,0.11,3.43,Medium
102,2,4,31,1.05,24,19.9,0.33,87,2,24.28,23.2,83.0,2.4,3.182,22.14,High
606,3,1,8,1.74,56,19.6,1.05,36,2,26.75,31.6,80.5,4.308,1.657,2.29,High
655,2,9,28,0.29,19,19.8,0.78,98,1,32.36,33.6,70.0,1.727,0.372,40.0,Medium
159,1,12,11,0.4,3,20.4,2.49,89,0,22.04,33.5,79.8,0.6,0.161,20.43,Medium
352,2,2,40,0.17,28,20.4,1.42,77,4,27.48,22.7,74.1,5.6,0.12,17.14,Medium
